0.答案 190/63
5899.答案 31
5900.答案 107/12
5901.答案 123/70
5902.答案 1477/324
5903.答案 347/90
5904.答案 43/3
5905.答案 27/2
5906.答案 13/3
5907.答案 3/2
5908.答案 141/14
5909.答案 5
5910.答案 473/64
5911.答案 1/3
5912.答案 433/8
5913.答案 251/56
5914.答案 3
5915.答案 40/3
5916.答案 383/8
5917.答案 899/56
5918.答案 51/14
5919.答案 32/3
5920.答案 782/49
5921.答案 55/8
5922.答案 27/4
5923.答案 79/180
5924.答案 139/36
5925.答案 3
5926.答案 88/27
5927.答案 30
5928.答案 1/35
5929.答案 24/7
5930.答案 13
5931.答案 47/12
5932.答案 33/8
5933.答案 57/4
5934.答案 1/36
5935.答案 12
5936.答案 12
5937.答案 151/18
5938.答案 23/7
5939.答案 65/8
5940.答案 82/7
5941.答案 25/14
5942.答案 2
5943.答案 98/81
5944.答案 203/5
5945.答案 83/21
5946.答案 81/4
5947.答案 21/4
5948.答案 157/100
5949.答案 784/3
5950.答案 19/2
5951.答案 35/9
5952.答案 14
5953.答案 13/2
5954.答案 35/9
5955.答案 3/4
5956.答案 37/12
5957.答案 36/5
5958.答案 48/5
5959.答案 13/3
5960.答案 7/9
5961.答案 74/9
5962.答案 40/21
5963.答案 1/14
5964.答案 21/2
5965.答案 28
5966.答案 11/18
5967.答案 269/24
5968.答案 323/36
5969.答案 39/5
5970.答案 16/15
5971.答案 585/98
5972.答案 15/8
5973.答案 111/8
5974.答案 25
5975.答案 51/5
5976.答案 218/5
5977.答案 67/24
5978.答案 576/5
5979.答案 56/9
5980.答案 355/126
5981.答案 29/3
5982.答案 11/4
5983.答案 227/28
5984.答案 115/8
5985.答案 11/9
5986.答案 33/14
5987.答案 467/48
5988.答案 4/3
5989.答案 1/2
5990.答案 1133/105
5991.答案 285/14
5992.答案 975/2
5993.答案 191/21
5994.答案 29/4
5995.答案 181/24
5996.答案 5/3
5997.答案 127/3
5998.答案 17/3
5999.答案 3
6000.答案 103/18
6001.答案 17/10
6002.答案 51/8
6003.答案 9
6004.答案 140/9
6005.答案 13/9
6006.答案 83/14
6007.答案 73/6
6008.答案 145/9
6009.答案 23
6010.答案 2
6011.答案 8/3
6012.答案 2867/315
6013.答案 207/20
6014.答案 67/10
6015.答案 11/3
6016.答案 20/3
6017.答案 15/4
6018.答案 5/4
6019.答案 35/3
6020.答案 9/2
6021.答案 98/5
6022.答案 86/9
6023.答案 323/40
6024.答案 108
6025.答案 8/3
6026.答案 37/6
6027.答案 11
6028.答案 67/25
6029.答案 41/15
6030.答案 213/4
6031.答案 8/5
6032.答案 135/8
6033.答案 6
6034.答案 391/45
6035.答案 10
6036.答案 7/32
6037.答案 58/9
6038.答案 81/5
6039.答案 2/7
6040.答案 43/12
6041.答案 785/18
6042.答案 27/7
6043.答案 23/9
6044.答案 25/3
6045.答案 128/45
6046.答案 3/2
6047.答案 111/20
6048.答案 2/3
6049.答案 94/3
6050.答案 1/2
6051.答案 7/15
6052.答案 500/441
6053.答案 1/4
6054.答案 163/20
6055.答案 25/4
6056.答案 78/7
6057.答案 116/3
6058.答案 12
6059.答案 21
6060.答案 79/3
6061.答案 4/9
6062.答案 648/49
6063.答案 233/90
6064.答案 78
6065.答案 26/7
6066.答案 14/9
6067.答案 48/7
6068.答案 35/324
6069.答案 219/32
6070.答案 45
6071.答案 11
6072.答案 91
6073.答案 8/243
6074.答案 3/7
6075.答案 47/20
6076.答案 66
6077.答案 79/12
6078.答案 1/2
6079.答案 35/72
6080.答案 16/21
6081.答案 23/4
6082.答案 127/14
6083.答案 456/49
6084.答案 9/200
6085.答案 173/15
6086.答案 76/3
6087.答案 13/28
6088.答案 57
6089.答案 85/18
6090.答案 31/3
6091.答案 61/5
6092.答案 24/5
6093.答案 5/3
6094.答案 599/140
6095.答案 1717/14
6096.答案 1438/135
6097.答案 37/84
6098.答案 98/9
6099.答案 1/18
6100.答案 16/15
6101.答案 11/5
6102.答案 241/147
6103.答案 293/252
6104.答案 16/3
6105.答案 25/8
6106.答案 1259/40
6107.答案 7/6
6108.答案 41/36
6109.答案 5/2
6110.答案 62/9
6111.答案 53/35
6112.答案 315/32
6113.答案 211/42
6114.答案 10/7
6115.答案 1063/180
6116.答案 4
6117.答案 329/4
6118.答案 11/2
6119.答案 122/35
6120.答案 103/56
6121.答案 289/7
6122.答案 4
6123.答案 12/35
6124.答案 109/35
6125.答案 49/18
6126.答案 125/18
6127.答案 8/3
6128.答案 25/3
6129.答案 55/7
6130.答案 13
6131.答案 4/7
6132.答案 38/5
6133.答案 11/5
6134.答案 57/8
6135.答案 7/2
6136.答案 7/15
6137.答案 1/4
6138.答案 85/42
6139.答案 25
6140.答案 103/24
6141.答案 38/315
6142.答案 140/9
6143.答案 12/5
6144.答案 31
6145.答案 29
6146.答案 2/3
6147.答案 152/15
6148.答案 131/28
6149.答案 23/2
6150.答案 5/4
6151.答案 99/7
6152.答案 7
6153.答案 29/2
6154.答案 14
6155.答案 10/3
6156.答案 3/2
6157.答案 319/90
6158.答案 127/60
6159.答案 2
6160.答案 5/7
6161.答案 295/64
6162.答案 373/210
6163.答案 15/8
6164.答案 20/3
6165.答案 49/4
6166.答案 69/5
6167.答案 35/2
6168.答案 8/27
6169.答案 9
6170.答案 47/2
6171.答案 2/15
6172.答案 95/9
6173.答案 8/15
6174.答案 26
6175.答案 75/8
6176.答案 59/8
6177.答案 5/6
6178.答案 489/35
6179.答案 29/24
6180.答案 23/6
6181.答案 83/14
6182.答案 71/28
6183.答案 72/7
6184.答案 959/72
6185.答案 2153/210
6186.答案 13
6187.答案 5
6188.答案 41/24
6189.答案 67/20
6190.答案 74/7
6191.答案 1/2
6192.答案 52/7
6193.答案 209/21
6194.答案 10
6195.答案 377/70
6196.答案 56/81
6197.答案 121/20
6198.答案 1/28
6199.答案 37/40
6200.答案 119/12
6201.答案 41/27
6202.答案 36/175
6203.答案 31/3
6204.答案 1
6205.答案 78/7
6206.答案 20/7
6207.答案 1/36
6208.答案 34/15
6209.答案 1/3
6210.答案 131/35
6211.答案 173/18
6212.答案 269/36
6213.答案 27
6214.答案 79/7
6215.答案 37/20
6216.答案 47
6217.答案 37/8
6218.答案 184/45
6219.答案 109
6220.答案 1/3
6221.答案 147/2
6222.答案 2/15
6223.答案 1
6224.答案 8
6225.答案 277/30
6226.答案 25/9
6227.答案 52/5
6228.答案 119/12
6229.答案 30
6230.答案 139/36
6231.答案 96/7
6232.答案 131/60
6233.答案 568/189
6234.答案 13
6235.答案 118/3
6236.答案 14/9
6237.答案 151/40
6238.答案 142/35
6239.答案 72/5
6240.答案 10
6241.答案 7/2
6242.答案 10/81
6243.答案 1/18
6244.答案 61/6
6245.答案 4/9
6246.答案 5/9
6247.答案 8
6248.答案 12/7
6249.答案 22/3
6250.答案 491/30
6251.答案 123/10
6252.答案 93/35
6253.答案 4
6254.答案 69/5
6255.答案 2
6256.答案 12/5
6257.答案 103/196
6258.答案 86/35
6259.答案 54/7
6260.答案 26/3
6261.答案 1/2
6262.答案 25/144
6263.答案 87/25
6264.答案 52/3
6265.答案 11/2
6266.答案 53/8
6267.答案 49
6268.答案 61/3
6269.答案 147/8
6270.答案 331/8
6271.答案 288/7
6272.答案 25/2
6273.答案 7/10
6274.答案 1/21
6275.答案 58/15
6276.答案 25/3
6277.答案 37/3
6278.答案 17/9
6279.答案 72
6280.答案 169/35
6281.答案 8/3
6282.答案 5
6283.答案 101/42
6284.答案 7
6285.答案 1/42
6286.答案 8
6287.答案 30
6288.答案 10/3
6289.答案 2/15
6290.答案 384/35
6291.答案 17
6292.答案 163/8
6293.答案 3/2
6294.答案 91/15
6295.答案 25/7
6296.答案 8/3
6297.答案 1/2
6298.答案 25/12
6299.答案 11/7
6300.答案 1/35
6301.答案 83/2
6302.答案 253/12
6303.答案 1/18
6304.答案 453/56
6305.答案 67/21
6306.答案 9/14
6307.答案 34
6308.答案 240
6309.答案 80/63
6310.答案 13/2
6311.答案 405/32
6312.答案 11/18
6313.答案 1/16
6314.答案 2/3
6315.答案 3/56
6316.答案 53/21
6317.答案 153/2
6318.答案 67/18
6319.答案 29/6
6320.答案 243/28
6321.答案 234/7
6322.答案 47/6
6323.答案 4
6324.答案 11/4
6325.答案 24/5
6326.答案 77/9
6327.答案 71/2
6328.答案 131/25
6329.答案 71/7
6330.答案 109/18
6331.答案 31/4
6332.答案 1/140
6333.答案 2/49
6334.答案 1/6
6335.答案 7/3
6336.答案 100/7
6337.答案 169/21
6338.答案 35/4
6339.答案 38/7
6340.答案 467/162
6341.答案 42/5
6342.答案 122/5
6343.答案 107/140
6344.答案 19/2
6345.答案 8/245
6346.答案 9/4
6347.答案 35
6348.答案 35/24
6349.答案 13/15
6350.答案 1/40
6351.答案 1
6352.答案 91/5
6353.答案 175/9
6354.答案 59/5
6355.答案 581/3
6356.答案 1
6357.答案 59/56
6358.答案 23
6359.答案 49/4
6360.答案 11
6361.答案 15/4
6362.答案 9
6363.答案 65/6
6364.答案 17/5
6365.答案 11/10
6366.答案 17/2
6367.答案 48/5
6368.答案 9/2
6369.答案 4
6370.答案 64/3
6371.答案 43/8
6372.答案 56/3
6373.答案 93/16
6374.答案 197/28
6375.答案 818/105
6376.答案 9/4
6377.答案 82/9
6378.答案 112
6379.答案 179/7
6380.答案 15/4
6381.答案 25/2
6382.答案 182/9
6383.答案 512/9
6384.答案 8/9
6385.答案 55/6
6386.答案 61/7
6387.答案 23/4
6388.答案 32/5
6389.答案 2
6390.答案 17/24
6391.答案 5/3
6392.答案 221/40
6393.答案 17/6
6394.答案 21/2
6395.答案 1/2
6396.答案 11/24
6397.答案 14/5
6398.答案 35/2
6399.答案 329/15
6400.答案 127/7
6401.答案 313/45
6402.答案 1/24
6403.答案 8
6404.答案 43/8
6405.答案 117/28
6406.答案 17/14
6407.答案 283/70
6408.答案 3
6409.答案 195/14
6410.答案 168
6411.答案 97/21
6412.答案 10
6413.答案 5/28
6414.答案 23/168
6415.答案 11/2
6416.答案 11/4
6417.答案 177/40
6418.答案 51/2
6419.答案 37/4
6420.答案 115/21
6421.答案 25/12
6422.答案 17
6423.答案 20/3
6424.答案 35/4
6425.答案 31/6
6426.答案 27/10
6427.答案 1/8
6428.答案 10/3
6429.答案 106/45
6430.答案 36
6431.答案 258/49
6432.答案 62/3
6433.答案 27/2
6434.答案 221/108
6435.答案 337
6436.答案 115/18
6437.答案 19/8
6438.答案 8/5
6439.答案 209/567
6440.答案 985/216
6441.答案 3/4
6442.答案 5/3
6443.答案 331/27
6444.答案 15/2
6445.答案 76/9
6446.答案 41/36
6447.答案 7/6
6448.答案 199/3
6449.答案 341/210
6450.答案 31
6451.答案 2/9
6452.答案 24
6453.答案 128/3
6454.答案 79/14
6455.答案 9/4
6456.答案 73/4
6457.答案 10
6458.答案 220/21
6459.答案 106/9
6460.答案 43/6
6461.答案 485/56
6462.答案 14
6463.答案 31/3
6464.答案 223/24
6465.答案 31/3
6466.答案 13/14
6467.答案 191/45
6468.答案 46/7
6469.答案 23/35
6470.答案 23/3
6471.答案 3/2
6472.答案 195/28
6473.答案 6
6474.答案 16/9
6475.答案 7/162
6476.答案 231/20
6477.答案 35/27
6478.答案 596/45
6479.答案 79/12
6480.答案 171/35
6481.答案 85/21
6482.答案 89/360
6483.答案 19/4
6484.答案 143/28
6485.答案 3
6486.答案 9
6487.答案 28
6488.答案 31
6489.答案 9/98
6490.答案 21/8
6491.答案 193/24
6492.答案 7/2
6493.答案 63/5
6494.答案 8/15
6495.答案 1/2
6496.答案 101/15
6497.答案 71/12
6498.答案 5
6499.答案 73/12
6500.答案 28/3
6501.答案 24/7
6502.答案 8
6503.答案 1
6504.答案 308/15
6505.答案 447/40
6506.答案 31/18
6507.答案 1/18
6508.答案 6407/648
6509.答案 197/24
6510.答案 66/35
6511.答案 227/40
6512.答案 17/5
6513.答案 36/5
6514.答案 28/3
6515.答案 1215
6516.答案 2/9
6517.答案 9/2
6518.答案 1
6519.答案 5
6520.答案 145/18
6521.答案 319/63
6522.答案 42
6523.答案 21/16
6524.答案 72
6525.答案 89/36
6526.答案 180
6527.答案 57/8
6528.答案 9/4
6529.答案 101/40
6530.答案 41/7
6531.答案 125/24
6532.答案 6
6533.答案 16
6534.答案 181/25
6535.答案 22/5
6536.答案 13/6
6537.答案 147
6538.答案 109/90
6539.答案 23/24
6540.答案 13/5
6541.答案 23/3
6542.答案 55/54
6543.答案 91/16
6544.答案 5/441
6545.答案 5/3
6546.答案 13
6547.答案 43/15
6548.答案 25/8
6549.答案 112/3
6550.答案 93/32
6551.答案 4
6552.答案 211/105
6553.答案 86/5
6554.答案 9
6555.答案 101/9
6556.答案 27
6557.答案 71/280
6558.答案 299/63
6559.答案 83/21
6560.答案 29/8
6561.答案 31/2
6562.答案 41/4
6563.答案 10/3
6564.答案 8/5
6565.答案 2/3
6566.答案 50/7
6567.答案 8/49
6568.答案 67/6
6569.答案 29/8
6570.答案 13/5
6571.答案 3
6572.答案 37/8
6573.答案 9/2
6574.答案 94/21
6575.答案 43/24
6576.答案 21/2
6577.答案 114/5
6578.答案 19
6579.答案 29/12
6580.答案 47/8
6581.答案 29/5
6582.答案 296/9
6583.答案 1
6584.答案 33/2
6585.答案 3/28
6586.答案 25
6587.答案 1/48
6588.答案 9/2
6589.答案 40/9
6590.答案 45/7
6591.答案 31/2
6592.答案 9/4
6593.答案 199/150
6594.答案 43/6
6595.答案 103/12
6596.答案 53/18
6597.答案 81/56
6598.答案 46/5
6599.答案 7
6600.答案 45/14
6601.答案 1
6602.答案 7/36
6603.答案 19/6
6604.答案 15
6605.答案 45/8
6606.答案 24
6607.答案 4
6608.答案 125/24
6609.答案 21/5
6610.答案 73/9
6611.答案 165/32
6612.答案 12/5
6613.答案 17/5
6614.答案 134/35
6615.答案 39/175
6616.答案 7/20
6617.答案 17/12
6618.答案 401/35
6619.答案 16
6620.答案 35/9
6621.答案 81/56
6622.答案 220/9
6623.答案 21/4
6624.答案 35/9
6625.答案 7/2
6626.答案 3/2
6627.答案 288
6628.答案 88/5
6629.答案 317/72
6630.答案 323/315
6631.答案 13
6632.答案 0
6633.答案 365/252
6634.答案 0
6635.答案 55/6
6636.答案 9/8
6637.答案 295/96
6638.答案 22/3
6639.答案 2/3
6640.答案 1
6641.答案 245/64
6642.答案 221/10
6643.答案 77/15
6644.答案 45/56
6645.答案 13/63
6646.答案 72/343
6647.答案 11/32
6648.答案 38/9
6649.答案 101/21
6650.答案 25/8
6651.答案 5/3
6652.答案 91/2
6653.答案 97/30
6654.答案 27/4
6655.答案 12
6656.答案 9/2
6657.答案 59/8
6658.答案 25/6
6659.答案 65/24
6660.答案 49/20
6661.答案 31/10
6662.答案 31/12
6663.答案 427/45
6664.答案 35
6665.答案 16/7
6666.答案 3168/343
6667.答案 19/10
6668.答案 30/7
6669.答案 15/32
6670.答案 90
6671.答案 79/7
6672.答案 42/5
6673.答案 355/14
6674.答案 326/63
6675.答案 13/6
6676.答案 121/4
6677.答案 19/18
6678.答案 185/21
6679.答案 115/18
6680.答案 5/6
6681.答案 71/15
6682.答案 1/6
6683.答案 256
6684.答案 4
6685.答案 2/3
6686.答案 44/7
6687.答案 53/4
6688.答案 239/25
6689.答案 72/35
6690.答案 30
6691.答案 18/7
6692.答案 293/42
6693.答案 397/63
6694.答案 85/3
6695.答案 25/4
6696.答案 147/2
6697.答案 271/20
6698.答案 93/40
6699.答案 151/45
6700.答案 7/12
6701.答案 3/8
6702.答案 9/10
6703.答案 139/14
6704.答案 5
6705.答案 179/9
6706.答案 19/8
6707.答案 3/4
6708.答案 11/3
6709.答案 2
6710.答案 22/9
6711.答案 43/9
6712.答案 24/7
6713.答案 48
6714.答案 118/7
6715.答案 19/2
6716.答案 3/7
6717.答案 109/72
6718.答案 104/21
6719.答案 42/5
6720.答案 187/42
6721.答案 193/84
6722.答案 71/70
6723.答案 5/324
6724.答案 45/512
6725.答案 10
6726.答案 69/5
6727.答案 9/4
6728.答案 29/5
6729.答案 95/24
6730.答案 53/21
6731.答案 16/5
6732.答案 19/18
6733.答案 12/25
6734.答案 369/7
6735.答案 175/16
6736.答案 1/7
6737.答案 49
6738.答案 5
6739.答案 19/36
6740.答案 0
6741.答案 106/105
6742.答案 28/9
6743.答案 234/5
6744.答案 205/42
6745.答案 49/12
6746.答案 37/10
6747.答案 8/21
6748.答案 5/7
6749.答案 27/5
6750.答案 187/360
6751.答案 3/112
6752.答案 1
6753.答案 1643/280
6754.答案 67/16
6755.答案 23/10
6756.答案 1/3
6757.答案 21/2
6758.答案 5/3
6759.答案 25/126
6760.答案 96/35
6761.答案 4/75
6762.答案 1/9
6763.答案 22
6764.答案 119/18
6765.答案 73/6
6766.答案 9
6767.答案 8
6768.答案 323/56
6769.答案 37/14
6770.答案 26/3
6771.答案 226/7
6772.答案 89/9
6773.答案 75/2
6774.答案 11/3
6775.答案 5/2
6776.答案 68
6777.答案 109/20
6778.答案 248/63
6779.答案 9/4
6780.答案 34
6781.答案 263/216
6782.答案 29/6
6783.答案 9/112
6784.答案 48
6785.答案 26/3
6786.答案 29/7
6787.答案 32/9
6788.答案 8/3
6789.答案 7/72
6790.答案 91/12
6791.答案 17/5
6792.答案 81/4
6793.答案 16/9
6794.答案 108/5
6795.答案 347/168
6796.答案 45
6797.答案 61/14
6798.答案 41/24
6799.答案 1001/18
6800.答案 64/27
6801.答案 19/2
6802.答案 11/4
6803.答案 83/21
6804.答案 160
6805.答案 8/3
6806.答案 7/3
6807.答案 8/9
6808.答案 57/8
6809.答案 11/3
6810.答案 9
6811.答案 36/35
6812.答案 1/2
6813.答案 263/49
6814.答案 72/7
6815.答案 226/63
6816.答案 5
6817.答案 17/3
6818.答案 17
6819.答案 64/5
6820.答案 55/9
6821.答案 31/36
6822.答案 5/4
6823.答案 58/3
6824.答案 137/21
6825.答案 67/6
6826.答案 149/12
6827.答案 65/28
6828.答案 47/8
6829.答案 62/5
6830.答案 40/9
6831.答案 205/72
6832.答案 97/7
6833.答案 23/7
6834.答案 5/24
6835.答案 7/32
6836.答案 61/6
6837.答案 44
6838.答案 6
6839.答案 8/5
6840.答案 11/4
6841.答案 113/45
6842.答案 10
6843.答案 20/9
6844.答案 11
6845.答案 27/5
6846.答案 49/4
6847.答案 64/7
6848.答案 16/9
6849.答案 48
6850.答案 7/10
6851.答案 66/7
6852.答案 91/30
6853.答案 1/5
6854.答案 163/160
6855.答案 142/21
6856.答案 49/4
6857.答案 19/5
6858.答案 8
6859.答案 899/36
6860.答案 9/10
6861.答案 41/6
6862.答案 93/10
6863.答案 5
6864.答案 5/12
6865.答案 93/56
6866.答案 20/7
6867.答案 19/8
6868.答案 1/9
6869.答案 1/2
6870.答案 15/14
6871.答案 18
6872.答案 27/8
6873.答案 19/8
6874.答案 127/56
6875.答案 61/9
6876.答案 1263/35
6877.答案 139/9
6878.答案 23/3
6879.答案 49/10
6880.答案 3
6881.答案 43/6
6882.答案 19/7
6883.答案 7/8
6884.答案 45/4
6885.答案 59/10
6886.答案 19/3
6887.答案 26/3
6888.答案 73/84
6889.答案 17/5
6890.答案 17/3
6891.答案 1/216
6892.答案 1/3
6893.答案 12/5
6894.答案 3/16
6895.答案 83/7
6896.答案 16/15
6897.答案 9/2
6898.答案 7/8
6899.答案 27/2
6900.答案 15/8
6901.答案 9/4
6902.答案 6/5
6903.答案 14
6904.答案 31/2
6905.答案 1
6906.答案 49
6907.答案 192/7
6908.答案 181/80
6909.答案 21/20
6910.答案 9/4
6911.答案 187/12
6912.答案 245/24
6913.答案 112/15
6914.答案 101/8
6915.答案 15
6916.答案 11/16
6917.答案 563/21
6918.答案 22/9
6919.答案 39/5
6920.答案 175/12
6921.答案 1/9
6922.答案 21/4
6923.答案 65/12
6924.答案 6
6925.答案 11/3
6926.答案 61/8
6927.答案 377/24
6928.答案 262/63
6929.答案 304/45
6930.答案 0
6931.答案 1
6932.答案 5
6933.答案 29/5
6934.答案 12
6935.答案 7/20
6936.答案 5/9
6937.答案 33/8
6938.答案 37/4
6939.答案 3/14
6940.答案 6
6941.答案 22/9
6942.答案 12
6943.答案 10
6944.答案 71/14
6945.答案 3/2
6946.答案 6
6947.答案 26/7
6948.答案 1
6949.答案 55/28
6950.答案 19/12
6951.答案 17/2
6952.答案 113/180
6953.答案 145/7
6954.答案 29/7
6955.答案 73/5
6956.答案 1/9
6957.答案 18
6958.答案 10
6959.答案 100/9
6960.答案 16/3
6961.答案 55/8
6962.答案 6/5
6963.答案 1/243
6964.答案 73/12
6965.答案 12
6966.答案 5
6967.答案 26/7
6968.答案 14/9
6969.答案 1
6970.答案 48/5
6971.答案 22/5
6972.答案 11
6973.答案 268/7
6974.答案 23/2
6975.答案 152/105
6976.答案 107/56
6977.答案 48/49
6978.答案 220/63
6979.答案 1/64
6980.答案 83/60
6981.答案 49
6982.答案 11/4
6983.答案 53/8
6984.答案 32/3
6985.答案 9/4
6986.答案 5/72
6987.答案 7/24
6988.答案 1631/216
6989.答案 11/3
6990.答案 15
6991.答案 463/140
6992.答案 14/3
6993.答案 64/7
6994.答案 3/5
6995.答案 43/30
6996.答案 77/72
6997.答案 71/2
6998.答案 19/2
6999.答案 1441/315
7000.答案 864/5
7001.答案 1
7002.答案 5/3
7003.答案 40/63
7004.答案 251/288
7005.答案 69/8
7006.答案 23/2
7007.答案 14
7008.答案 183/28
7009.答案 129/14
7010.答案 31
7011.答案 26/5
7012.答案 378/125
7013.答案 35/3
7014.答案 57/5
7015.答案 7
7016.答案 11/2
7017.答案 3/14
7018.答案 389/45
7019.答案 19/20
7020.答案 15
7021.答案 296/105
7022.答案 168/5
7023.答案 8
7024.答案 101/8
7025.答案 7/20
7026.答案 13/12
7027.答案 11/6
7028.答案 27/7
7029.答案 9/5
7030.答案 71/9
7031.答案 1873/210
7032.答案 1/6
7033.答案 124/35
7034.答案 10
7035.答案 26/9
7036.答案 581/5
7037.答案 25/6
7038.答案 15/4
7039.答案 84/5
7040.答案 46/9
7041.答案 439/42
7042.答案 288/35
7043.答案 96
7044.答案 112/45
7045.答案 1/5
7046.答案 11/15
7047.答案 1/3
7048.答案 7/8
7049.答案 33/7
7050.答案 77/18
7051.答案 91/12
7052.答案 199/63
7053.答案 727/90
7054.答案 89/12
7055.答案 1275/112
7056.答案 27
7057.答案 7/2
7058.答案 98/9
7059.答案 8
7060.答案 49/5
7061.答案 15
7062.答案 54/5
7063.答案 7/24
7064.答案 65/16
7065.答案 53/54
7066.答案 13/6
7067.答案 2
7068.答案 11
7069.答案 11
7070.答案 11
7071.答案 121/4
7072.答案 109/12
7073.答案 533/5
7074.答案 47/4
7075.答案 211/42
7076.答案 0
7077.答案 58/21
7078.答案 853/126
7079.答案 295/36
7080.答案 25/16
7081.答案 3/2
7082.答案 7/6
7083.答案 11/8
7084.答案 11/6
7085.答案 70/9
7086.答案 23/2
7087.答案 43/3
7088.答案 1/18
7089.答案 32
7090.答案 34/35
7091.答案 94/9
7092.答案 26/3
7093.答案 83/18
7094.答案 385/32
7095.答案 4
7096.答案 27
7097.答案 71/9
7098.答案 107/56
7099.答案 137/24
7100.答案 8/243
7101.答案 29/3
7102.答案 187/24
7103.答案 117/2
7104.答案 32/25
7105.答案 7/2
7106.答案 15/8
7107.答案 29/28
7108.答案 1/18
7109.答案 13/8
7110.答案 44/35
7111.答案 117/10
7112.答案 181/50
7113.答案 181/20
7114.答案 14
7115.答案 1/42
7116.答案 19/40
7117.答案 45
7118.答案 20/3
7119.答案 25/6
7120.答案 50/9
7121.答案 31/6
7122.答案 21/10
7123.答案 97/12
7124.答案 32/21
7125.答案 5/2
7126.答案 18/5
7127.答案 266/5
7128.答案 182/3
7129.答案 5/84
7130.答案 12/7
7131.答案 1/2
7132.答案 17/8
7133.答案 8/3
7134.答案 1
7135.答案 9/28
7136.答案 77/9
7137.答案 128
7138.答案 13/3
7139.答案 29/3
7140.答案 13
7141.答案 37/4
7142.答案 35/9
7143.答案 591/8
7144.答案 105/32
7145.答案 5/3
7146.答案 38/3
7147.答案 33/8
7148.答案 13/3
7149.答案 240/7
7150.答案 655/54
7151.答案 449/6
7152.答案 124/9
7153.答案 20/9
7154.答案 1/14
7155.答案 99/35
7156.答案 71/14
7157.答案 14/9
7158.答案 49/18
7159.答案 467/280
7160.答案 137/54
7161.答案 15/4
7162.答案 24
7163.答案 275/6
7164.答案 5/32
7165.答案 47/50
7166.答案 55/6
7167.答案 13
7168.答案 107/4
7169.答案 77/18
7170.答案 101/48
7171.答案 116/15
7172.答案 35/3
7173.答案 36/5
7174.答案 5/18
7175.答案 27/5
7176.答案 1/336
7177.答案 193/4
7178.答案 63/40
7179.答案 25/21
7180.答案 11/18
7181.答案 129/40
7182.答案 3/7
7183.答案 65/48
7184.答案 77/45
7185.答案 22/15
7186.答案 119/60
7187.答案 62/21
7188.答案 68/15
7189.答案 34/7
7190.答案 23/4
7191.答案 5/7
7192.答案 58/7
7193.答案 89/9
7194.答案 9/2
7195.答案 19/24
7196.答案 25/48
7197.答案 35/3
7198.答案 335/42
7199.答案 21
7200.答案 81/7
7201.答案 6
7202.答案 46/3
7203.答案 7/6
7204.答案 22/3
7205.答案 127/126
7206.答案 32/27
7207.答案 10/21
7208.答案 239/8
7209.答案 89/9
7210.答案 4
7211.答案 11
7212.答案 5
7213.答案 41/8
7214.答案 27/2
7215.答案 146/35
7216.答案 243/32
7217.答案 13/2
7218.答案 14
7219.答案 4/5
7220.答案 49/6
7221.答案 59/60
7222.答案 25/8
7223.答案 51/8
7224.答案 40/3
7225.答案 77/12
7226.答案 533/90
7227.答案 119/36
7228.答案 77/10
7229.答案 19/12
7230.答案 21/4
7231.答案 73/10
7232.答案 33/4
7233.答案 73/27
7234.答案 52/45
7235.答案 34/3
7236.答案 378
7237.答案 13/4
7238.答案 91/12
7239.答案 121/2
7240.答案 171/20
7241.答案 217/24
7242.答案 131/2
7243.答案 19/2
7244.答案 88/81
7245.答案 8
7246.答案 23/9
7247.答案 81/10
7248.答案 3
7249.答案 17/4
7250.答案 99/140
7251.答案 255/4
7252.答案 16
7253.答案 35/8
7254.答案 8/3
7255.答案 13/6
7256.答案 3
7257.答案 31/6
7258.答案 60
7259.答案 49/3
7260.答案 49/3
7261.答案 105/2
7262.答案 27/2
7263.答案 887/105
7264.答案 25/8
7265.答案 62/5
7266.答案 19/4
7267.答案 27/2
7268.答案 0
7269.答案 34/5
7270.答案 23/6
7271.答案 19/2
7272.答案 12/7
7273.答案 9/5
7274.答案 39/5
7275.答案 216
7276.答案 89/14
7277.答案 78/7
7278.答案 141/14
7279.答案 6
7280.答案 86
7281.答案 41/10
7282.答案 11/5
7283.答案 13/18
7284.答案 38/35
7285.答案 48/5
7286.答案 10
7287.答案 21/4
7288.答案 12
7289.答案 105/2
7290.答案 241/18
7291.答案 15/8
7292.答案 1/4
7293.答案 59/5
7294.答案 9/8
7295.答案 260/9
7296.答案 65/6
7297.答案 74/9
7298.答案 11/3
7299.答案 13/5
7300.答案 7/60
7301.答案 121/45
7302.答案 96/49
7303.答案 1/27
7304.答案 5/4
7305.答案 20/9
7306.答案 2
7307.答案 467/270
7308.答案 27
7309.答案 35/12
7310.答案 147
7311.答案 148/9
7312.答案 9
7313.答案 40
7314.答案 153/40
7315.答案 15/7
7316.答案 3/8
7317.答案 23/6
7318.答案 8
7319.答案 54
7320.答案 8/7
7321.答案 6/5
7322.答案 29/2
7323.答案 47/6
7324.答案 3725/729
7325.答案 10/3
7326.答案 9
7327.答案 235/56
7328.答案 32/5
7329.答案 224/45
7330.答案 459/14
7331.答案 233/112
7332.答案 47/4
7333.答案 8
7334.答案 27/4
7335.答案 64/9
7336.答案 2/3
7337.答案 44/3
7338.答案 744/49
7339.答案 35/27
7340.答案 5/9
7341.答案 56/9
